,mean,mean,mean,mean,std,std,std,std
Size,4,8,16,32,4,8,16,32
Error,,,,,,,,
0.0001,-0.041982421874999995,0.005301106770833342,-0.015245768229166656,-0.023004557291666665,0.11202308198198298,0.020225269522362307,0.016089554356031065,0.014156344274575452
0.00013593563908785255,0.13893066406250001,-0.01697428385416666,0.001959635416666671,-0.00893391927083333,0.28289490378387133,0.03232035330045631,0.0329862324673389,0.032668000371353596
0.00018478497974222906,0.10928059895833334,-0.0013427734374999974,-0.009811197916666653,-0.021274414062499997,0.2576680490923588,0.021363015675172296,0.022485485026038293,0.02357042886804586
0.00025118864315095795,0.005429687500000006,-0.003033854166666664,-0.014886067708333324,-0.010026041666666662,0.03760395213189516,0.02846953423276714,0.017271080989823377,0.014627630863561876
0.0003414548873833601,0.0014876302083333436,-0.016028645833333327,0.008883463541666666,-0.02817057291666666,0.0018235792136745833,0.017780777889997063,0.016443206230720767,0.043137755869893414
0.00046415888336127773,-0.024285481770833336,-0.0038362630208333285,0.014793294270833339,0.0068001302083333355,0.03034017452417322,0.009423406831280554,0.0074246468824073686,0.01493430031037453
0.000630957344480193,-0.010105794270833328,-0.01277832031249999,-0.007737630208333325,0.0026741536458333385,0.011496222688070407,0.008261145627051509,0.039504690650962924,0.015954825431591046
0.0008576958985908946,-0.00040690104166666175,-0.012880859374999989,-0.04290527343749999,-0.006761067708333327,0.023040950188391713,0.03009331472024909,0.027370016409849263,0.04357654900118258
0.0011659144011798312,0.012670898437500003,-0.009150390625000001,-0.010187174479166661,-0.015861002604166664,0.021927705999067425,0.016711695983021663,0.02369757109635764,0.024941220376996538
0.001584893192461114,-0.0031119791666666605,0.015940755208333334,0.015579427083333337,0.01716959635416667,0.0331431255959571,0.0185358323575123,0.03414866937457288,0.036164262845051434
0.002154434690031882,0.0003141276041666721,-0.00945149739583333,-0.010818684895833331,0.024648437500000002,0.014414765646076962,0.023871283167346803,0.021831881134297123,0.012972543919831346
0.0029286445646252374,-0.03170735677083333,-0.016684570312499994,0.00019205729166666893,0.040808919270833334,0.018434047052363723,0.015585852629571155,0.026792961240940827,0.04505723472745167
0.003981071705534973,0.010797526041666668,-0.006827799479166666,0.022952473958333334,0.0910986328125,0.018679166771349363,0.018115855963866494,0.04810421052878147,0.03624592700940349
0.0054116952654646375,-0.018063151041666663,0.026814778645833332,0.07054036458333333,0.11509765625,0.027724113591801915,0.017153956192179486,0.023488886809471768,0.02562709286352445
0.007356422544596414,0.015097656249999997,0.03814778645833333,0.12141927083333334,0.1378564453125,0.05253385256377815,0.04618161894196203,0.0422331128937708,0.01589139887555176
0.01,0.004319661458333332,0.048662109375,0.11842122395833334,0.11215983072916666,0.03460545926171413,0.01669113863294272,0.016673878698793738,0.007363588008380121
